title,name,link
Heliotropium curassavicum var. curassavicum ,Coldenia succulenta Peter,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium angustifolium Raf.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium chenopodioides Willd.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium chilense Bertero,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium curassavicum var. argentinum I.M.Johnst.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium curassavicum var. chenopodioides (Willd.) Lehm.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium curassavicum var. parviflorum Ball,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium curassavicum var. typicum I.M.Johnst.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium curassavicum var. violaceum Ram.Goyena,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium curassavicum var. virens DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium curassavicum var. xerophilum A.Nelson & J.F.Macbr.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium glaucophyllum Moench,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium glaucum Salisb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium lehmannianum Bruns,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
Heliotropium curassavicum var. curassavicum ,Heliotropium portulacoides DC. ex Bello,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231774-1
